row_id,split,marital_status,application_mode,application_order,course,daytime_evening_attendance,previous_qualification,previous_qualification_grade,nacionality,mothers_qualification,fathers_qualification,mothers_occupation,fathers_occupation,admission_grade,displaced,educational_special_needs,debtor,tuition_fees_up_to_date,gender,scholarship_holder,age_at_enrollment,international,curricular_units_1st_sem_credited,curricular_units_1st_sem_enrolled,curricular_units_1st_sem_evaluations,curricular_units_1st_sem_approved,curricular_units_1st_sem_grade,curricular_units_1st_sem_without_evaluations,curricular_units_2nd_sem_credited,curricular_units_2nd_sem_enrolled,curricular_units_2nd_sem_evaluations,curricular_units_2nd_sem_approved,curricular_units_2nd_sem_grade,curricular_units_2nd_sem_without_evaluations,unemployment_rate,inflation_rate,gdp,target
higher_ed_dropout_0408,train,1,1,1,9670,1,1,141.0,1,19,3,4,0,137.9,1,0,0,0,1,0,20,0,0,5,6,3,12.0,0,0,5,5,4,12.75,0,7.6,2.6,0.32,Dropout
higher_ed_dropout_0723,valid,1,1,1,9147,1,1,150.0,1,34,19,0,4,152.8,1,0,0,1,1,1,18,0,0,5,7,4,12.75,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
higher_ed_dropout_0895,valid,1,1,1,9853,1,1,136.0,1,38,37,9,9,126.9,1,0,0,1,0,1,19,0,0,7,7,7,13.285714285714286,0,0,7,7,7,14.428571428571429,0,11.1,0.6,2.02,Graduate
higher_ed_dropout_0957,train,1,39,1,9670,1,1,120.0,1,1,19,4,5,100.0,0,0,0,1,0,1,25,0,0,5,7,4,10.5,0,0,5,7,5,11.6,0,9.4,-0.8,-3.12,Graduate
higher_ed_dropout_1199,train,1,1,1,9773,1,1,137.0,1,1,1,5,5,129.3,1,0,0,1,1,0,18,0,0,6,6,6,13.666666666666666,0,0,6,6,6,14.5,0,12.7,3.7,-1.7,Graduate
higher_ed_dropout_1493,valid,1,17,5,9773,1,1,139.0,1,38,1,4,4,123.6,1,0,0,1,1,0,18,0,0,6,6,6,13.0,0,0,6,12,0,0.0,0,7.6,2.6,0.32,Dropout
higher_ed_dropout_0539,train,1,1,5,9085,1,1,121.0,1,38,37,9,8,114.0,1,0,0,0,0,0,19,0,0,5,12,0,0.0,4,0,5,8,0,0.0,1,9.4,-0.8,-3.12,Dropout
higher_ed_dropout_1567,valid,1,1,1,9500,1,1,141.0,1,37,37,9,9,136.3,1,0,0,1,1,1,18,0,0,7,7,6,13.516666666666666,0,0,7,7,6,13.516666666666666,0,7.6,2.6,0.32,Graduate
higher_ed_dropout_0140,train,1,1,1,9238,1,1,151.0,1,19,38,9,9,157.0,1,0,1,1,0,1,18,0,0,6,8,5,11.6,0,0,6,12,4,11.0,0,7.6,2.6,0.32,Enrolled
higher_ed_dropout_0384,train,1,39,1,9130,1,1,133.1,1,1,1,90,1,120.0,1,0,1,0,1,0,41,0,0,5,5,0,0.0,1,0,5,5,0,0.0,5,12.7,3.7,-1.7,Dropout
higher_ed_dropout_0181,train,1,1,1,9670,1,1,133.1,1,3,1,4,4,95.0,0,0,0,1,1,0,19,0,0,6,7,0,0.0,0,0,6,6,0,0.0,0,15.5,2.8,-4.06,Dropout
higher_ed_dropout_1685,train,1,39,1,9670,1,1,133.1,1,38,19,9,8,122.9,0,0,1,0,1,0,25,0,0,6,7,3,14.0,0,0,6,9,2,14.5,0,13.9,-0.3,0.79,Dropout
higher_ed_dropout_0212,train,1,44,1,9003,1,39,150.0,1,19,1,9,8,150.0,1,0,0,1,1,0,21,0,0,6,12,5,13.625,0,0,6,6,5,12.6,0,13.9,-0.3,0.79,Graduate
higher_ed_dropout_1792,valid,1,16,2,9238,1,1,126.0,1,38,37,3,5,127.1,1,0,0,1,0,1,19,0,0,6,14,3,12.666666666666666,0,0,6,7,6,11.0,0,9.4,-0.8,-3.12,Graduate
higher_ed_dropout_0824,train,1,44,1,9130,1,39,140.0,1,1,19,4,7,140.0,0,0,0,1,1,0,20,0,2,6,12,5,12.4,0,1,6,11,2,15.0,0,13.9,-0.3,0.79,Enrolled
higher_ed_dropout_1609,valid,1,1,2,9500,1,1,124.0,1,37,37,7,7,116.5,1,0,0,1,0,1,20,0,0,7,9,7,14.093333333333332,0,0,8,8,8,15.0,0,11.1,0.6,2.02,Graduate
higher_ed_dropout_0600,train,1,17,1,9853,1,1,112.0,1,2,19,3,9,106.1,1,0,0,1,0,0,19,0,0,6,8,5,12.333333333333334,0,0,6,8,5,11.0,0,15.5,2.8,-4.06,Enrolled
higher_ed_dropout_1081,valid,1,39,1,9119,1,1,130.0,1,19,37,9,4,149.0,1,0,0,1,1,0,33,0,0,5,10,4,12.0,0,0,5,8,3,13.666666666666666,1,7.6,2.6,0.32,Enrolled
higher_ed_dropout_1652,valid,4,39,1,9773,1,38,133.1,1,19,19,7,9,133.0,0,0,0,1,0,0,40,0,0,6,8,5,13.0,0,0,6,7,5,12.6,0,16.2,0.3,-0.92,Enrolled
higher_ed_dropout_0729,train,1,1,2,9500,1,1,133.0,1,19,1,9,1,122.2,0,0,0,1,0,0,20,0,0,7,9,6,12.783333333333331,0,0,8,9,7,12.842857142857143,0,13.9,-0.3,0.79,Graduate
higher_ed_dropout_0419,train,1,1,1,9238,1,1,134.0,1,1,19,4,9,129.8,0,0,0,1,0,1,20,0,0,6,6,6,11.666666666666666,0,0,6,8,6,11.166666666666666,0,15.5,2.8,-4.06,Graduate
higher_ed_dropout_0315,test,1,1,1,9085,1,1,135.0,1,3,2,1,1,133.6,1,0,0,0,0,0,22,0,0,5,12,4,14.6,3,0,5,5,4,12.75,1,9.4,-0.8,-3.12,Dropout
higher_ed_dropout_1121,train,1,17,4,9254,1,1,130.0,1,19,1,5,5,130.0,1,0,0,1,1,0,18,0,0,6,7,4,11.0,0,0,6,7,3,11.25,0,16.2,0.3,-0.92,Dropout
higher_ed_dropout_1485,test,1,17,5,9119,1,1,138.0,1,19,19,5,5,123.3,1,0,1,1,1,0,18,0,0,5,9,4,12.5,0,0,5,11,5,11.285714285714286,0,12.4,0.5,1.79,Enrolled
higher_ed_dropout_1580,train,1,1,1,9500,1,1,118.0,1,12,1,4,10,115.7,0,0,0,1,1,0,20,0,0,7,9,5,12.7,0,0,8,9,7,13.475,0,13.9,-0.3,0.79,Enrolled
higher_ed_dropout_1799,train,1,1,1,171,1,1,170.0,1,19,19,8,8,176.7,1,0,0,1,0,1,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,Dropout
higher_ed_dropout_1727,train,1,17,2,9500,1,1,140.0,1,1,1,5,10,128.5,1,0,0,1,0,0,18,0,0,7,9,5,14.06,0,0,7,9,6,12.571428571428571,0,12.4,0.5,1.79,Enrolled
higher_ed_dropout_1962,train,1,1,1,9500,1,1,133.1,1,38,38,5,10,101.0,0,0,0,1,1,0,20,0,0,7,14,5,12.87857142857143,0,0,8,15,7,11.85625,0,15.5,2.8,-4.06,Graduate
higher_ed_dropout_1803,train,1,43,1,9991,0,1,136.0,1,3,4,2,2,133.9,0,0,0,0,1,0,26,0,8,12,12,8,11.25,0,3,8,8,3,11.333333333333334,0,7.6,2.6,0.32,Dropout
higher_ed_dropout_0455,train,2,39,1,9003,1,1,133.1,1,37,37,8,7,150.0,0,0,0,1,1,0,31,0,0,6,10,6,15.0,0,0,6,11,5,12.5,0,13.9,-0.3,0.79,Graduate
higher_ed_dropout_0513,train,1,17,2,9070,1,1,152.0,1,39,39,3,3,134.2,1,0,0,1,1,0,20,0,0,6,7,5,11.8,0,0,6,9,4,12.0,0,15.5,2.8,-4.06,Enrolled
higher_ed_dropout_0410,train,1,43,1,9147,1,1,142.0,1,38,19,141,171,115.0,0,0,0,1,0,0,19,0,0,5,11,5,11.5,0,0,5,9,2,10.666666666666666,0,13.9,-0.3,0.79,Enrolled
higher_ed_dropout_1622,train,1,1,1,9085,1,1,123.0,1,1,1,4,9,116.7,1,0,0,1,1,1,20,0,0,6,10,4,13.2,0,0,6,8,0,0.0,0,12.4,0.5,1.79,Dropout
higher_ed_dropout_0653,train,1,17,2,9773,1,1,121.0,1,1,1,5,5,123.1,1,0,0,1,1,0,20,0,0,6,12,4,14.75,0,0,6,7,4,12.25,0,9.4,-0.8,-3.12,Graduate
higher_ed_dropout_1758,train,1,1,4,9119,1,1,111.0,1,37,37,9,5,107.5,1,0,0,1,1,1,22,0,0,5,9,3,12.333333333333334,0,0,6,14,3,12.5,0,11.1,0.6,2.02,Dropout
higher_ed_dropout_0901,train,1,1,1,9238,1,1,135.0,1,38,38,5,7,121.0,0,0,0,1,0,0,19,0,0,6,13,3,10.333333333333334,0,0,6,12,3,10.333333333333334,0,7.6,2.6,0.32,Enrolled
higher_ed_dropout_1475,train,1,1,2,9500,1,1,144.0,1,38,37,9,9,128.8,1,0,0,1,1,0,19,0,0,7,7,6,13.2,0,0,7,7,6,13.2,0,7.6,2.6,0.32,Graduate
higher_ed_dropout_0396,train,2,39,1,171,1,19,100.0,1,37,37,9,9,139.0,0,0,0,1,1,0,36,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Dropout
higher_ed_dropout_1559,train,1,17,6,9500,1,1,150.0,1,1,37,1,1,131.5,1,0,0,1,0,0,19,0,0,8,8,7,13.925714285714283,0,0,8,8,7,13.925714285714283,0,10.8,1.4,1.74,Graduate
higher_ed_dropout_0451,train,1,1,1,9500,1,1,124.0,1,1,19,9,8,116.7,1,0,0,1,0,1,18,0,0,7,9,0,0.0,0,0,7,8,1,10.0,0,15.5,2.8,-4.06,Dropout
higher_ed_dropout_1277,valid,2,39,1,8014,0,1,150.0,1,37,37,9,9,140.0,0,0,0,0,1,0,35,0,0,6,6,6,14.0,0,0,6,6,6,14.166666666666666,0,9.4,-0.8,-3.12,Graduate
higher_ed_dropout_0034,train,1,43,4,9670,1,1,117.0,1,3,3,4,4,113.2,0,0,0,1,1,0,21,0,0,5,11,2,10.0,0,0,5,10,3,10.333333333333334,0,9.4,-0.8,-3.12,Enrolled
higher_ed_dropout_0628,train,1,51,1,9991,0,1,120.0,1,38,3,5,3,128.2,0,0,1,1,1,0,24,0,3,10,15,7,10.714285714285714,0,3,10,11,9,12.555555555555555,0,12.4,0.5,1.79,Enrolled
higher_ed_dropout_1289,train,1,1,2,9500,1,1,97.0,1,1,19,2,7,98.1,1,0,0,1,0,0,21,0,0,7,7,7,12.835714285714284,0,0,8,8,8,14.23125,0,11.1,0.6,2.02,Graduate
higher_ed_dropout_1845,train,1,17,1,9254,1,1,125.0,1,1,1,3,3,114.5,0,0,0,1,1,1,22,0,0,6,8,6,13.625,0,0,6,8,6,14.428571428571429,0,11.1,0.6,2.02,Graduate
higher_ed_dropout_0110,valid,1,39,2,9147,1,1,120.0,1,37,37,9,9,104.0,0,0,0,0,1,0,26,0,0,5,8,1,10.0,0,0,5,9,1,10.0,0,10.8,1.4,1.74,Dropout
higher_ed_dropout_0987,train,1,1,1,9070,1,1,131.0,1,3,3,3,3,135.9,0,0,0,1,0,1,21,0,1,6,8,6,12.571428571428571,1,0,6,8,6,11.625,0,13.9,-0.3,0.79,Graduate
higher_ed_dropout_1669,train,1,43,1,9773,1,1,127.0,1,19,1,5,5,117.6,1,0,0,1,0,0,18,0,0,6,6,0,0.0,0,0,6,10,3,11.0,0,16.2,0.3,-0.92,Enrolled
higher_ed_dropout_1031,valid,1,44,1,9003,1,39,150.0,1,4,5,4,2,150.0,0,0,0,1,1,0,21,0,0,6,15,5,11.857142857142858,0,0,6,17,5,10.571428571428571,0,16.2,0.3,-0.92,Enrolled
higher_ed_dropout_0123,train,1,1,4,9500,1,1,135.0,1,37,37,9,8,123.0,1,0,0,1,0,1,18,0,0,8,8,7,13.381428571428572,0,0,8,8,7,13.381428571428572,0,10.8,1.4,1.74,Graduate
higher_ed_dropout_1917,train,1,18,1,9773,1,1,135.0,1,1,1,3,3,129.8,0,0,0,1,0,1,18,0,0,6,6,6,12.666666666666666,0,0,6,6,6,11.833333333333334,0,12.7,3.7,-1.7,Dropout
higher_ed_dropout_0561,train,1,39,1,9003,1,1,140.0,1,19,19,9,6,135.4,1,0,0,1,0,0,24,0,0,6,10,5,11.8,0,0,6,13,4,11.25,0,12.4,0.5,1.79,Enrolled
higher_ed_dropout_0060,valid,2,39,1,8014,0,1,150.0,1,34,34,0,0,112.5,0,0,0,1,0,0,33,0,0,6,10,5,11.4,0,1,6,7,6,11.166666666666666,0,7.6,2.6,0.32,Graduate
higher_ed_dropout_1739,train,1,5,2,9238,1,1,123.0,1,40,38,2,9,118.1,1,0,0,1,0,0,19,0,0,6,6,6,14.0,0,0,6,6,6,13.333333333333334,0,8.9,1.4,3.51,Graduate
higher_ed_dropout_0630,train,1,17,2,9670,1,1,132.0,1,1,19,5,3,124.0,1,0,0,1,1,0,21,0,0,5,7,3,12.333333333333334,0,0,5,5,4,11.25,0,7.6,2.6,0.32,Dropout
higher_ed_dropout_0966,train,1,43,1,9238,1,1,149.0,1,37,37,9,6,130.5,1,0,0,1,0,0,28,0,8,11,11,9,11.666666666666666,0,8,11,13,9,12.555555555555555,0,10.8,1.4,1.74,Graduate
higher_ed_dropout_0752,train,1,1,1,9238,1,1,115.0,1,38,38,8,7,112.9,1,0,0,1,0,1,19,0,0,6,7,6,11.857142857142858,0,0,6,8,6,13.142857142857142,0,12.4,0.5,1.79,Graduate
higher_ed_dropout_0579,train,1,1,1,9238,1,1,120.0,1,19,38,5,9,130.2,0,0,0,1,0,1,18,0,0,6,8,6,11.285714285714286,0,0,6,10,6,11.857142857142858,0,12.4,0.5,1.79,Graduate
higher_ed_dropout_1959,train,2,39,1,8014,0,12,133.1,1,34,34,0,0,135.0,0,0,0,1,0,0,51,0,0,6,12,0,0.0,0,1,6,11,0,0.0,1,7.6,2.6,0.32,Dropout
higher_ed_dropout_0525,valid,1,1,1,9238,1,1,135.0,1,38,38,4,7,121.7,1,0,0,1,0,1,18,0,0,6,14,0,0.0,0,0,6,9,4,11.0,0,7.6,2.6,0.32,Enrolled
higher_ed_dropout_1076,train,1,1,2,9991,0,1,143.0,1,5,1,4,4,131.5,0,0,0,1,1,0,19,0,0,5,11,4,11.0,0,0,5,8,4,12.25,0,15.5,2.8,-4.06,Dropout
higher_ed_dropout_1345,train,1,51,1,9070,1,1,132.0,1,19,19,153,153,120.0,0,0,0,1,0,1,23,0,0,6,6,6,15.333333333333334,0,0,6,6,6,14.166666666666666,0,11.1,0.6,2.02,Graduate
higher_ed_dropout_0170,valid,1,1,4,9773,1,1,137.0,1,37,37,0,90,134.2,1,0,0,1,0,0,18,0,0,6,6,6,13.166666666666666,0,0,6,8,5,14.2,0,10.8,1.4,1.74,Dropout
higher_ed_dropout_1257,valid,1,17,4,9238,1,1,133.1,1,1,19,9,5,95.0,1,0,0,1,0,1,19,0,0,6,12,6,11.666666666666666,0,0,6,7,0,0.0,0,15.5,2.8,-4.06,Dropout
higher_ed_dropout_0699,test,1,43,1,9130,1,1,125.0,1,39,3,3,2,125.0,1,0,0,1,0,0,21,0,0,5,6,0,0.0,5,0,5,6,4,13.75,1,10.8,1.4,1.74,Graduate
higher_ed_dropout_1591,train,1,17,2,9254,1,1,128.0,1,38,38,9,9,129.1,1,0,0,1,0,0,18,0,0,6,6,6,12.666666666666666,0,0,6,7,5,14.6,0,11.1,0.6,2.02,Graduate
higher_ed_dropout_0907,train,1,7,1,9147,1,3,130.0,1,37,37,9,9,130.0,0,0,0,1,0,0,25,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,12.7,3.7,-1.7,Dropout
higher_ed_dropout_0066,test,1,17,1,9254,1,1,115.0,1,1,19,3,3,109.4,1,0,0,1,0,0,19,0,0,6,8,6,12.666666666666666,0,0,6,8,5,13.4,0,11.1,0.6,2.02,Graduate
higher_ed_dropout_0688,train,1,43,1,9070,1,1,100.0,1,37,37,9,9,108.0,1,0,0,1,1,0,34,0,7,12,12,7,11.428571428571429,0,4,12,12,7,11.857142857142858,0,7.6,2.6,0.32,Enrolled
higher_ed_dropout_0811,train,1,1,4,9773,1,1,124.0,1,19,37,99,90,124.0,0,0,0,0,0,0,18,0,0,4,4,0,0.0,0,0,4,4,0,0.0,0,12.7,3.7,-1.7,Dropout
higher_ed_dropout_1806,train,1,44,1,9991,0,39,150.0,1,37,37,6,6,150.0,0,0,0,1,0,0,31,0,2,6,8,6,12.0,0,2,7,8,7,13.428571428571429,0,9.4,-0.8,-3.12,Enrolled
higher_ed_dropout_0467,valid,1,1,4,9500,1,1,142.0,1,38,38,9,8,129.8,1,0,0,1,0,0,18,0,0,8,8,7,12.242857142857144,0,0,8,8,7,12.242857142857144,0,12.7,3.7,-1.7,Graduate
higher_ed_dropout_1353,train,1,1,1,9254,1,1,128.0,1,19,38,9,9,127.0,0,0,0,1,0,0,19,0,0,6,6,6,12.0,0,0,6,7,4,12.75,0,12.4,0.5,1.79,Enrolled
higher_ed_dropout_1512,train,2,43,3,8014,0,19,100.0,1,37,37,9,9,120.0,1,0,0,1,1,0,41,0,5,9,11,9,12.0,0,3,7,8,6,12.0,0,9.4,-0.8,-3.12,Graduate
higher_ed_dropout_1503,train,1,43,4,9147,1,1,124.0,1,37,37,9,9,117.4,0,0,0,1,0,0,19,0,3,10,15,5,11.8,0,4,10,14,8,12.0,0,7.6,2.6,0.32,Graduate
higher_ed_dropout_0742,train,1,43,2,9500,1,1,130.0,1,38,37,4,4,126.8,1,0,0,1,1,1,28,0,18,23,23,20,13.5,3,18,23,23,20,13.5,3,7.6,2.6,0.32,Graduate
higher_ed_dropout_1578,valid,1,17,2,9773,1,1,132.0,1,19,1,9,9,141.8,1,0,0,1,1,0,20,0,0,6,6,6,11.833333333333334,0,0,6,6,6,12.166666666666666,0,12.7,3.7,-1.7,Graduate
higher_ed_dropout_0352,valid,2,39,1,8014,0,1,140.0,1,37,3,9,10,172.0,0,0,0,1,1,0,44,0,5,11,21,9,12.333333333333334,0,8,11,16,9,11.0,0,12.4,0.5,1.79,Enrolled
higher_ed_dropout_0942,train,1,44,1,9238,1,1,120.0,1,37,37,6,9,121.0,0,0,0,1,0,1,21,0,3,6,6,6,12.333333333333334,0,2,6,8,6,11.333333333333334,0,13.9,-0.3,0.79,Graduate
higher_ed_dropout_1518,train,1,44,1,9003,1,39,140.0,1,1,38,1,9,140.0,0,0,0,1,1,0,25,0,0,6,16,3,11.25,0,0,6,14,4,11.2,0,15.5,2.8,-4.06,Dropout
higher_ed_dropout_0759,train,1,1,1,9853,1,1,163.0,1,19,1,5,10,146.6,1,0,1,1,0,0,18,0,0,6,9,5,13.6,0,0,6,10,4,11.75,0,9.4,-0.8,-3.12,Enrolled
higher_ed_dropout_0973,valid,2,39,1,9500,1,1,133.1,1,3,1,5,5,148.8,0,0,0,1,0,1,34,0,0,7,7,6,12.513333333333334,0,0,8,9,7,13.071428571428571,0,12.4,0.5,1.79,Graduate
higher_ed_dropout_1422,train,1,1,1,9500,1,1,138.0,1,1,1,3,4,132.5,1,0,0,1,0,0,18,0,0,8,8,7,14.115714285714288,0,0,8,8,7,14.115714285714288,0,10.8,1.4,1.74,Graduate
higher_ed_dropout_0374,valid,1,18,2,9556,1,1,126.0,1,3,3,2,2,115.5,0,0,0,1,1,0,18,0,0,7,11,6,13.433333333333332,0,0,7,10,4,13.6,0,8.9,1.4,3.51,Graduate
higher_ed_dropout_1823,train,2,7,1,8014,0,3,110.0,1,37,37,9,9,110.0,0,0,0,1,0,0,39,0,9,13,19,12,13.416666666666666,0,4,10,10,10,14.5,0,16.2,0.3,-0.92,Graduate
higher_ed_dropout_0658,train,1,1,1,9254,1,1,140.0,1,19,1,9,8,140.9,1,0,0,1,0,1,18,0,0,6,7,6,12.857142857142858,0,0,6,10,4,13.0,0,12.7,3.7,-1.7,Graduate
higher_ed_dropout_0043,train,1,44,1,9130,1,39,150.0,1,37,37,9,3,150.0,1,0,0,1,1,0,21,0,1,6,8,6,12.5,0,0,6,11,3,13.333333333333334,0,13.9,-0.3,0.79,Dropout
higher_ed_dropout_0487,test,1,18,1,9119,1,1,122.0,1,19,1,90,3,116.1,1,0,1,0,1,0,24,0,0,5,8,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout
higher_ed_dropout_1633,train,1,1,6,9500,1,1,122.0,1,1,1,3,7,114.3,1,0,0,1,1,0,18,0,0,7,8,6,13.976666666666668,0,0,8,12,6,12.041666666666666,1,11.1,0.6,2.02,Enrolled
higher_ed_dropout_0305,train,1,1,2,9773,1,1,148.0,1,19,1,3,9,140.0,1,0,0,1,0,1,18,0,0,6,6,6,13.666666666666666,0,0,6,6,6,14.666666666666666,0,16.2,0.3,-0.92,Graduate
higher_ed_dropout_1212,valid,1,39,1,9147,1,1,140.0,1,12,3,4,3,118.0,1,0,0,1,0,0,24,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
higher_ed_dropout_1341,train,1,39,1,9085,1,1,133.1,1,1,1,4,4,120.0,0,0,1,0,1,0,31,0,0,5,13,4,13.5,1,0,5,12,3,11.666666666666666,1,9.4,-0.8,-3.12,Dropout
higher_ed_dropout_0082,train,1,17,4,9119,1,1,135.0,1,38,37,5,7,126.6,1,0,0,1,1,0,18,0,0,5,7,4,12.0,0,0,5,10,3,13.0,3,7.6,2.6,0.32,Enrolled
higher_ed_dropout_0284,valid,1,39,1,9254,1,1,100.0,1,3,19,3,5,115.0,0,0,0,0,1,0,24,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout
higher_ed_dropout_1441,valid,1,17,1,9773,1,1,161.0,1,1,19,4,7,148.4,0,0,0,1,0,1,19,0,0,6,6,6,13.833333333333334,0,0,6,7,6,14.428571428571429,0,15.5,2.8,-4.06,Graduate
higher_ed_dropout_0778,train,1,18,1,9119,1,1,146.0,1,1,37,7,7,132.4,1,0,0,1,1,0,18,0,0,5,5,1,16.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout
higher_ed_dropout_0716,valid,1,17,1,9147,1,1,116.0,1,3,1,3,4,115.7,0,0,0,0,1,0,22,0,0,5,10,4,11.5,0,0,5,11,4,14.0,0,8.9,1.4,3.51,Enrolled
higher_ed_dropout_0282,valid,1,1,5,9254,1,1,101.0,1,3,19,3,9,98.9,1,0,0,1,1,0,20,0,0,6,10,4,13.0,0,0,6,6,6,13.0,0,12.4,0.5,1.79,Graduate
higher_ed_dropout_1075,train,1,1,1,9773,1,1,125.0,1,19,38,3,5,115.9,0,0,0,1,0,0,19,0,0,6,13,4,11.75,0,0,6,10,4,11.0,0,10.8,1.4,1.74,Graduate
higher_ed_dropout_1815,test,1,1,1,8014,0,1,126.0,1,37,38,9,10,119.4,0,0,0,1,0,0,19,0,0,6,6,6,12.666666666666666,0,0,6,6,6,11.666666666666666,0,12.7,3.7,-1.7,Graduate
higher_ed_dropout_0465,train,1,43,1,9500,1,1,157.0,1,38,3,5,2,141.4,0,0,0,1,0,0,21,0,3,7,8,7,13.3875,0,2,8,8,8,15.9,0,13.9,-0.3,0.79,Graduate
higher_ed_dropout_0898,train,1,1,1,171,1,1,136.0,1,3,37,2,8,121.7,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Enrolled
higher_ed_dropout_1534,train,2,39,1,8014,0,1,146.0,1,37,37,9,8,120.5,0,0,0,1,0,0,44,0,0,6,6,6,14.833333333333334,0,0,6,6,6,14.166666666666666,0,10.8,1.4,1.74,Graduate
higher_ed_dropout_0547,test,1,17,1,9238,1,1,160.0,1,19,37,6,6,144.3,0,0,0,1,1,0,22,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,13.9,-0.3,0.79,Dropout
higher_ed_dropout_1053,train,1,43,2,9991,0,1,140.0,1,37,37,5,5,124.3,1,0,0,0,1,0,27,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout
higher_ed_dropout_0522,train,1,17,1,9670,1,1,118.0,1,19,38,7,9,113.5,1,0,0,1,0,1,19,0,0,6,9,5,13.5,0,0,6,6,6,14.0,0,12.4,0.5,1.79,Graduate
higher_ed_dropout_0459,train,1,1,6,9500,1,1,133.0,1,3,3,1,1,126.2,1,0,0,1,0,0,19,0,0,7,9,7,13.761111111111113,0,0,8,11,7,12.82375,0,15.5,2.8,-4.06,Graduate
higher_ed_dropout_1473,train,1,1,1,9147,1,1,127.0,1,1,4,9,10,121.8,0,0,0,1,1,0,19,0,0,5,8,5,11.6,0,0,5,10,4,13.5,3,16.2,0.3,-0.92,Graduate
higher_ed_dropout_1058,train,1,7,1,8014,0,3,140.0,1,1,1,4,4,140.0,0,0,0,1,0,0,30,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,Dropout
higher_ed_dropout_1697,test,1,1,1,9254,1,1,133.0,1,19,9,0,0,121.5,1,0,0,1,0,1,20,0,0,6,12,0,0.0,0,0,6,12,0,0.0,0,7.6,2.6,0.32,Dropout
higher_ed_dropout_1782,train,1,39,1,9500,1,1,100.0,1,3,1,2,5,121.3,1,0,0,1,0,0,34,0,0,8,11,7,11.705714285714285,0,0,8,11,7,11.705714285714285,0,10.8,1.4,1.74,Enrolled
higher_ed_dropout_0718,valid,1,17,3,9500,1,1,132.0,1,37,37,4,3,127.3,1,0,0,1,0,0,20,0,0,7,7,6,13.383333333333333,0,0,7,7,6,13.383333333333333,0,7.6,2.6,0.32,Graduate
higher_ed_dropout_1132,valid,1,1,3,9500,1,1,133.1,1,19,19,5,5,108.5,1,0,0,1,0,0,19,0,0,7,9,7,12.60625,0,0,8,12,6,11.9,0,12.4,0.5,1.79,Graduate
higher_ed_dropout_0962,train,1,39,1,9670,1,1,120.0,1,1,19,5,4,140.4,0,0,0,1,0,0,31,0,2,6,13,5,11.4,0,0,6,14,4,11.75,0,13.9,-0.3,0.79,Dropout
higher_ed_dropout_1386,train,1,1,4,9773,1,1,137.0,1,3,19,2,3,139.8,1,1,0,1,0,0,18,0,0,6,10,6,12.571428571428571,0,0,6,11,6,12.571428571428571,0,10.8,1.4,1.74,Enrolled
higher_ed_dropout_0167,train,1,1,1,9853,1,1,128.0,1,38,37,9,9,124.9,0,0,0,1,0,1,19,0,0,6,6,6,12.5,0,0,6,6,6,12.833333333333334,0,12.7,3.7,-1.7,Graduate
higher_ed_dropout_0850,train,6,39,1,8014,0,1,133.1,1,37,37,9,9,119.0,0,0,0,1,0,1,48,0,0,6,7,6,10.666666666666666,0,0,6,9,5,11.8,0,10.8,1.4,1.74,Enrolled
higher_ed_dropout_0856,train,1,39,1,9556,1,40,130.0,1,1,1,4,5,145.0,0,0,0,1,0,0,25,0,0,7,10,6,12.125,0,0,8,9,8,13.3125,0,15.5,2.8,-4.06,Enrolled
higher_ed_dropout_0151,test,1,7,1,8014,0,4,120.0,1,2,3,2,2,120.0,0,0,0,1,0,0,18,0,10,16,24,13,13.846153846153848,0,7,11,15,9,12.555555555555555,0,15.5,2.8,-4.06,Dropout
higher_ed_dropout_1899,train,1,1,1,9238,1,1,125.0,1,19,19,9,9,121.5,1,0,0,1,0,1,19,0,0,6,9,6,10.857142857142858,0,0,6,7,6,11.666666666666666,0,12.4,0.5,1.79,Graduate
higher_ed_dropout_0820,valid,2,39,1,9991,0,1,170.0,1,37,19,9,3,151.1,0,0,0,1,1,0,48,0,0,5,9,5,12.285714285714286,0,0,5,8,5,11.125,0,16.2,0.3,-0.92,Graduate
higher_ed_dropout_1105,valid,1,51,1,9853,1,1,139.0,1,1,1,4,10,134.0,0,0,0,1,0,0,21,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout
